ID,IN,OUT,soc,cap
28254,33,71,50.89,60
108309,29,75,49.08,60
130601,41,65,41.16,60
149706,28,68,42.24,60
91841,43,69,38.9,60
90859,26,57,50.44,60
11455,36,56,27.24,60
43686,36,72,34.13,60
110045,31,69,16.56,60
103670,49,68,16.37,60
91758,38,54,35.05,60
76912,61,78,25.55,60
149214,58,68,55.81,60
42683,34,65,22.24,60
84666,23,63,39.4,60
27292,31,69,24.76,60
154097,26,71,44.82,60
86351,32,73,45.3,60
74845,31,74,15.13,60
84447,26,74,17.98,60
99548,32,65,57.5,60
93089,45,65,9.05,60
11536,24,77,36.85,60
7023,22,55,24.82,60
25878,26,65,44.73,60
67536,70,77,25.4,60
99925,29,69,36.23,60
79471,29,81,55.97,60
45942,30,70,16.98,60
137060,56,82,10.31,60
812,34,68,36.09,60
45473,35,70,14.43,60
100679,34,65,27.57,60
15339,45,60,19.97,60
28489,30,69,13.28,60
84277,56,66,12,60
44520,28,76,51.07,60
24061,53,60,44.23,60
154464,29,71,19.05,60
122362,28,55,48.36,60
96892,44,57,47.01,60
85437,33,72,12.71,60
54509,18,76,31.68,60
25260,28,73,43.92,60
14410,36,60,23.55,60
92970,60,70,25.77,60
22887,55,94,37.64,60
140632,46,57,48.39,60
40934,32,89,16.25,60
91950,74,84,16.17,60
73073,63,66,57.55,60
23683,34,73,46.25,60
154265,75,87,40.58,60
89904,34,63,42.27,60
125386,28,69,19.41,60
42607,30,68,15.88,60
11931,22,65,36.35,60
97495,30,79,15.34,60
118330,24,84,18.6,60
86717,49,78,49.06,60
24290,40,44,41.01,60
17991,36,66,8.8,60
4902,77,88,43.66,60
119674,34,94,34.65,60
23976,39,50,53.61,60
123733,32,76,21.19,60
2731,58,65,25.31,60
139318,24,47,15,60
62200,30,83,57.31,60
138128,23,62,48.99,60
6088,30,62,16.48,60
36957,31,65,26.57,60
147857,45,74,23.9,60
63243,48,56,39.68,60
40778,28,80,17.61,60
173,49,90,23.37,60
293,26,87,20.59,60
125891,36,64,22.28,60
22756,32,64,31.04,60
135311,27,37,22.19,60
2092,44,61,44.61,60
119870,60,76,20.91,60
114355,29,68,10.51,60
127417,29,68,37.05,60
124358,37,49,29.27,60
93641,61,79,58.33,60
90551,40,50,25.93,60
63684,53,81,7.58,60
142994,30,69,51.06,60
30688,36,61,54.87,60
133901,36,48,11.81,60
6876,40,52,48.46,60
106301,27,73,24.1,60
25445,29,79,33.43,60
149904,45,55,25.67,60
142386,42,73,25.78,60
90427,30,73,26.13,60
109348,31,95,42.25,60
40461,32,76,18.87,60
98247,21,87,42.32,60
82952,30,58,46.61,60
70779,79,84,35.93,60
128471,52,66,13.09,60
2017,28,87,25.14,60
67535,25,69,43.57,60
75320,42,73,17.43,60
118054,30,65,56.53,60
115378,38,79,13.12,60
103768,27,70,45.66,60
12891,31,70,39.6,60
26292,54,94,39.38,60
129648,37,57,57.42,60
140531,73,79,40.15,60
64161,36,46,54.43,60
9958,33,57,54.15,60
7999,32,73,17.29,60
64180,34,72,9.28,60
46775,30,66,46.27,60
53026,51,80,29.19,60
30814,32,83,58.63,60
137752,20,53,16.95,60
45187,33,74,16.46,60
129027,32,70,28.62,60
115200,36,61,46.24,60
33004,29,70,29.69,60
127258,28,76,37.7,60
3907,44,92,22.98,60
99337,22,73,12.99,60
56322,27,72,19.61,60
97841,62,90,33.7,60
50666,51,74,52.45,60
76325,49,64,39.15,60
113939,30,74,33.19,60
13216,34,73,4.88,60
63687,36,61,22.08,60
146587,31,81,26.48,60
134869,24,73,34.98,60
119819,27,86,37.07,60
40023,38,78,28.27,60
130585,42,69,13.88,60
67044,72,81,56.97,60
57872,41,82,31.34,60
139686,37,68,30.44,60
58417,30,90,23.24,60
56740,44,77,25.52,60
14599,38,61,27.85,60
27086,45,58,15.96,60
38655,17,63,46.26,60
96511,31,82,15.37,60
33543,42,68,40.27,60
17471,64,80,33.45,60
7813,66,76,52.32,60
143146,51,66,23.02,60
83646,42,60,11.39,60
98616,38,50,17.59,60
15002,23,68,54.61,60
85578,56,70,39.54,60
36959,27,89,38.72,60
122041,34,82,39.45,60
147112,36,48,23.41,60
120377,40,59,45.39,60
99198,30,67,20.81,60
97157,52,59,40.89,60
155553,54,57,54.96,60
72674,28,80,33.44,60
35871,33,64,30.84,60
10886,41,77,7.28,60
97278,55,86,27.94,60
56148,30,55,27.66,60
116458,36,86,11.98,60
81267,50,68,5.84,60
17283,44,66,10.6,60
49871,43,79,34.31,60
23654,18,51,11.64,60
9606,33,77,18.65,60
83554,29,67,9.71,60
17035,34,57,17,60
87063,25,78,36.29,60
151361,28,67,30.96,60
26834,55,62,56.26,60
125740,41,67,22.52,60
55236,34,82,44.8,60
32024,30,52,34.71,60
2468,26,51,38.13,60
4130,33,68,50.96,60
11709,28,62,17.04,60
71131,57,70,25.77,60
73108,32,89,46.67,60
102768,58,68,22.7,60
106696,44,71,45.25,60
29841,24,67,36.29,60
33383,42,55,25.8,60
82591,63,69,35.55,60
121792,24,82,52.94,60
23776,20,85,52.4,60
75850,60,93,37.46,60
55025,43,66,25.3,60
117561,23,65,37.22,60
47607,45,74,48.33,60
46915,31,70,49.64,60
35208,34,85,5.45,60
79648,31,73,47.57,60
107667,34,61,50.4,60
5506,57,94,58.16,60
23571,46,74,59.53,60
97337,33,68,16.94,60
135543,48,55,51.56,60
83094,35,84,44.07,60
113243,25,55,10.87,60
20465,43,68,40.09,60
42590,32,41,40.64,60
62819,69,80,25.37,60
91215,63,69,58.76,60
116588,26,72,41.18,60
101391,24,70,51.8,60
105584,28,64,54.35,60
19168,27,93,20.77,60
7900,24,73,53.26,60
62586,35,39,43.97,60
37250,29,72,23.55,60
114025,38,67,33.32,60
56999,27,66,24.38,60
106670,39,50,11.76,60
44888,35,88,20.47,60
68066,62,75,6.69,60
5919,34,92,49.63,60
83440,27,87,40.6,60
78986,28,80,42.67,60
25104,44,57,31.03,60
51872,23,67,56.86,60
134649,22,72,32.72,60
19652,34,65,13.35,60
19244,31,71,20.23,60
63018,22,86,13.61,60
102027,30,80,41.88,60
20968,33,67,38.11,60
7190,26,64,15.79,60
75393,34,63,39.04,60
11087,29,67,42.57,60
133612,36,80,20.65,60
115189,50,62,13.87,60
124050,56,80,48.25,60
138893,22,59,58.9,60
95815,25,63,20.91,60
81917,28,66,37.2,60
98262,70,84,45.15,60
94144,39,64,40.87,60
91761,67,86,53.46,60
42201,42,67,28.26,60
73515,36,69,12.42,60
71906,38,83,5.79,60
82399,52,78,9.49,60
2719,48,87,14.72,60
117790,32,77,39.76,60
123721,30,44,36.93,60
101564,31,78,15.78,60
140977,54,68,41.8,60
96891,34,70,34.33,60
35002,32,86,57.43,60
79279,61,83,31.86,60
34345,32,69,46.36,60
73270,33,64,59.29,60
54076,50,60,32.24,60
119774,35,80,27.69,60
46242,51,83,28.02,60
103296,34,67,53.46,60
150030,51,89,37.06,60
83689,33,50,0.91,60
85737,28,42,16.96,60
25965,34,70,28.96,60
137220,32,60,45.19,60
135067,29,69,30.57,60
155355,52,62,42.91,60
14000,35,90,14.83,60
84139,30,85,13.55,60
117003,46,53,25.72,60
29346,25,67,26.1,60
124716,20,71,31.36,60
61987,47,91,54.33,60
109954,28,76,38.16,60
51923,40,51,34.44,60
114603,28,75,48.98,60
48467,26,65,30.67,60
54057,18,86,29.1,60
146167,31,70,11.62,60
132011,29,82,17.75,60
12368,26,76,52.22,60
43878,35,91,29.99,60
142649,32,80,24.59,60
140051,20,50,22.89,60
28348,34,53,25.42,60
148118,49,61,38.61,60
1006,32,82,10.6,60
73631,34,57,51.71,60
102969,26,71,40.99,60
78541,30,71,30.75,60
149457,58,70,48.51,60
120476,25,58,19.3,60
56829,20,65,47.51,60
69130,29,50,57.04,60
85705,32,66,18.7,60
59759,28,75,17.1,60
36526,37,77,17.34,60
104549,26,64,9.39,60
75156,25,76,39.89,60
111204,31,84,41.6,60
147800,48,53,50.19,60
49356,56,65,38.42,60
130921,45,57,35.7,60
137249,31,72,28.35,60
119026,26,84,17.68,60
124636,26,67,16.61,60
137266,29,60,58.29,60
71481,20,67,36.45,60
81415,24,84,26.25,60
13912,36,69,33.77,60
138720,42,45,50.81,60
60885,30,83,58.05,60
26849,31,75,31.83,60
49959,40,70,39.86,60
20400,28,68,27.79,60
85036,40,67,16.64,60
155426,36,63,12.03,60
122308,32,66,24.88,60
7502,34,69,14.14,60
18545,37,57,21.29,60
60531,36,66,36.23,60
111498,55,73,14.48,60
154331,38,45,43.93,60
33659,32,79,58.1,60
16357,53,64,18.44,60
23614,42,84,42.36,60
57639,35,82,23.71,60
108164,28,79,25.46,60
112453,31,56,17.76,60
13323,38,54,32.78,60
151200,40,74,15.59,60
75540,34,46,42.97,60
14606,64,69,47.56,60
112606,51,66,13.9,60
56249,19,59,57.04,60
38098,34,77,33.82,60
149123,29,67,42.73,60
33260,34,62,52.88,60
72950,35,71,47.24,60
7879,33,71,49.32,60
41342,40,73,51.05,60
77227,46,55,36.57,60
96263,16,46,54.57,60
62405,30,75,35.92,60
144390,56,85,11.94,60
42447,28,63,26.99,60
26766,43,56,27.23,60
55874,36,87,20.68,60
55828,42,73,54.15,60
114882,22,64,18.81,60
125843,25,70,36.17,60
129489,55,70,31.01,60
3609,29,68,35.44,60
152394,26,68,17.06,60
14704,36,55,34.18,60
62553,38,46,37.49,60
34108,38,47,49.96,60
69646,31,70,35.63,60
26327,21,57,20.77,60
35206,33,67,20.46,60
53896,34,66,43.1,60
47852,27,70,30.6,60
1308,30,69,10.16,60
78277,34,46,53.1,60
121491,44,62,18.36,60
133496,58,72,52.69,60
135166,34,70,35.36,60
57639,35,82,46.69,60
40134,30,64,12.1,60
51982,36,73,9.13,60
111545,32,65,23.41,60
152374,36,43,53.44,60
59412,34,62,19.5,60
57095,44,75,12.95,60
17930,50,64,53.46,60
27549,33,70,19.55,60
144664,32,70,14.67,60
124232,30,75,21.89,60
89729,44,59,55.18,60
115705,54,82,46.19,60
47907,29,75,43.05,60
42006,41,66,15.15,60
147791,31,71,24.72,60
73544,28,68,28.45,60
79606,44,59,47.38,60
103665,24,60,12.71,60
99021,32,69,36.11,60
123074,31,80,34,60
31486,32,69,50.55,60
143412,60,81,42.5,60
72788,21,61,9.83,60
118175,28,62,16.21,60
138625,26,64,34.37,60
61409,30,82,15.1,60
116875,30,80,39.37,60
19327,23,71,20.16,60
93600,28,73,38.38,60
53056,48,67,15.28,60
20448,27,63,38.23,60
109606,43,70,37.23,60
105768,27,89,29.17,60
15893,39,60,20.17,60
58709,40,88,50.68,60
119073,44,84,48.38,60
126773,24,71,18.37,60
9913,38,78,32.21,60
22447,36,80,14.77,60
82971,32,50,29.91,60
99581,31,60,39.88,60
72887,42,47,59.36,60
117441,38,76,50.96,60
36592,44,50,57.65,60
100998,26,63,19.89,60
71720,30,66,45.75,60
9023,62,70,34.23,60
137815,32,74,56.39,60
109499,42,51,21.27,60
81600,55,74,23.66,60
132557,48,70,15.8,60
38774,24,74,8.65,60
127958,26,70,53.94,60
9861,44,60,34.06,60
142277,52,61,28.62,60
71601,38,83,7.56,60
71208,30,84,19.98,60
109822,42,85,56.29,60
10609,38,94,42.2,60
110967,31,73,37.56,60
83643,28,46,15.59,60
88794,25,76,36.52,60
112205,29,68,21.53,60
56251,45,54,50.15,60
73402,36,79,39.4,60
125374,59,95,53.85,60
129347,38,79,31.35,60
50038,74,85,29.71,60
144750,24,26,53.58,60
46990,40,46,40.04,60
7954,32,71,58.25,60
144257,26,70,19.79,60
27318,51,77,31.26,60
81657,24,58,35.12,60
73168,32,66,23.2,60
78592,30,69,49.32,60
18456,31,38,43.56,60
66148,35,70,49.59,60
60753,34,51,18.55,60
99171,38,73,53.68,60
114158,26,45,51.54,60
128331,33,45,41.6,60
57497,24,48,50.72,60
2811,24,69,11.94,60
53734,40,61,16.58,60
108481,46,71,56.01,60
28732,29,78,51.19,60
29331,33,41,45.86,60
140507,22,87,44.61,60
122387,54,61,32.45,60
54126,37,54,17.98,60
116715,47,55,21.07,60
129637,22,63,20.55,60
154130,28,66,54.82,60
90903,32,76,31.43,60
149194,54,95,18.76,60
34482,55,72,33.47,60
99051,36,60,33.87,60
126643,68,80,49.34,60
109224,32,71,12.5,60
118406,20,45,28.4,60
59379,49,81,13.13,60
47784,31,66,50.13,60
149117,22,61,47.19,60
21048,26,46,44.25,60
107122,36,64,39.34,60
73519,26,64,18.8,60
74752,40,78,27.1,60
120204,36,76,12.68,60
121878,60,67,37.68,60
75940,20,59,7.86,60
102864,34,56,31.3,60
9544,32,73,42.7,60
136887,25,61,24.14,60
93950,28,62,20.5,60
49886,28,73,11.66,60
99621,28,70,10.13,60
133048,25,67,7.11,60
80466,29,47,55.18,60
509,63,71,26.05,60
144323,32,73,25.05,60
149620,25,68,53.18,60
66281,32,47,6.63,60
66381,39,63,46.5,60
82570,34,56,32.55,60
14427,45,67,52.84,60
105836,43,52,49.3,60
122346,32,61,39.71,60
84760,38,54,16.64,60
144669,26,64,29.42,60
151387,62,75,9.41,60
12758,40,66,40.62,60
16080,46,53,36.95,60
58205,33,86,52.85,60
20978,40,57,32.82,60
42164,31,50,44.98,60
24719,48,93,28.81,60
57295,23,88,32.24,60
40515,33,80,24.41,60
3211,26,88,37.86,60
1487,31,73,47.43,60
128548,29,76,42.71,60
6393,28,67,56.34,60
130989,42,55,49.64,60
48373,34,43,19.37,60
5598,33,76,35.26,60
107408,28,29,57.23,60
115923,35,69,31.51,60
37509,50,92,52.81,60
96124,39,87,55.62,60
138432,64,76,19.66,60
45191,36,68,42.44,60
49342,32,90,51.08,60
109572,32,58,24.25,60
13087,34,63,27.9,60
51250,47,82,55.13,60
19156,33,71,30.55,60
90621,28,59,43.95,60
70413,48,94,45.85,60
68798,30,68,15.8,60
122850,65,85,41.93,60
85818,46,70,43.42,60
105226,49,60,33.01,60
37633,40,67,38.63,60
90331,34,73,42.88,60
16953,35,58,36.58,60
36386,30,62,16.61,60
143136,38,72,46.68,60
74326,35,45,42.86,60
121998,40,75,18.08,60
52299,33,70,55.1,60
33221,53,70,12.84,60
147300,31,73,13.6,60
100536,28,71,54.99,60
58173,28,73,43.63,60
64469,33,77,27.4,60
62618,28,77,40.8,60
77140,32,69,27.47,60
18061,36,79,30.52,60
4895,22,69,45.38,60
155523,28,78,36.92,60
150938,36,81,47.76,60
116808,25,70,38.33,60
128508,22,71,24.97,60
5601,29,63,12.76,60
152796,26,64,8.14,60
64224,24,74,26.95,60
119481,40,65,31.58,60
25270,28,67,16.68,60
104818,31,69,44.24,60
73010,32,71,54.74,60
63695,58,71,32.02,60
120572,29,71,14.84,60
110368,40,73,13.45,60
133286,42,80,37.68,60
63453,24,49,41.22,60
138204,26,68,34.95,60
85563,45,67,15.84,60
125594,31,86,9.15,60
81282,32,56,15.4,60
90081,36,79,24.66,60
10488,40,46,56.56,60
26895,56,87,31.11,60
16262,37,61,35.71,60
69606,56,64,49.53,60
149507,48,68,59.31,60
114863,46,56,19.41,60
98731,54,77,39.38,60
29435,43,52,57.66,60
23561,49,76,41.61,60
141436,42,60,48.22,60
18330,24,56,18.46,60
73335,38,68,34.12,60
92811,41,73,28.71,60
6562,49,70,26.02,60
127304,32,86,41.47,60
71718,30,70,39.82,60
7425,34,89,17.6,60
17377,48,60,29.88,60
121554,40,52,30.19,60
71468,35,70,4.79,60
117812,36,52,35.58,60
94230,68,84,26.55,60
142530,46,75,25.88,60
15100,32,70,39.62,60
23199,31,60,40.79,60
129864,31,60,57.57,60
112638,40,51,37.39,60
149273,42,50,56.92,60
73032,21,60,31.84,60
128326,30,73,19.44,60
128070,29,72,32.36,60
49088,30,66,54.95,60
118877,27,66,52.47,60
74979,28,68,7.7,60
92496,43,50,34.61,60
126363,27,74,47.17,60
96020,36,52,45.44,60
119940,29,65,6.38,60
70091,31,71,34.89,60
144056,63,73,38.11,60
18664,44,90,47.84,60
16572,44,53,25.95,60
91900,30,69,28.12,60
116602,32,68,12.39,60
25348,30,71,21.12,60
120407,33,66,39.06,60
32149,32,67,19.84,60
28626,42,58,19.13,60
154167,62,65,55.46,60
44309,61,78,41.71,60
61767,31,76,38.82,60
124880,36,45,15.18,60
30814,32,83,28.87,60
134963,31,89,40.34,60
32079,27,73,13.55,60
107304,34,73,27.42,60
42765,46,68,39.04,60
95694,41,79,19.51,60
1313,27,39,35.68,60
141570,44,78,25.51,60
115694,30,71,34.64,60
104478,24,81,36.06,60
28417,42,52,41.77,60
113003,33,72,14.01,60
72762,31,75,50.25,60
89467,48,56,22.43,60
79123,27,69,51.33,60
148961,30,73,27.86,60
21204,20,67,2.87,60
27485,27,77,48.46,60
62433,31,73,52.78,60
8914,42,65,16.52,60
10758,28,73,49.62,60
109624,38,86,13.89,60
69286,21,59,44.89,60
61322,68,75,38.22,60
148788,37,42,47.46,60
140884,40,47,47.86,60
145963,36,44,35.99,60
31779,36,45,36.22,60
32421,66,92,41.91,60
58020,23,58,24.08,60
115280,28,70,49.1,60
133440,32,70,45.97,60
34670,18,80,39.32,60
151831,75,93,18.21,60
21346,45,92,31.33,60
143550,34,46,24.91,60
21247,46,59,36.99,60
15332,27,69,42.66,60
126456,38,73,51.94,60
41686,30,78,50.19,60
41891,28,65,40.66,60
94441,23,65,14.87,60
48216,20,56,17.99,60
136348,66,80,45.92,60
61338,29,87,55.54,60
95222,36,55,9.37,60
68785,32,70,30.44,60
27971,48,92,27.37,60
39074,30,71,52.18,60
133826,30,49,21.08,60
34803,36,42,45.73,60
26450,26,63,49.63,60
71775,58,78,57.39,60
122292,37,74,8.97,60
95814,36,89,35.28,60
139851,33,74,41.47,60
92224,38,69,18.39,60
55756,34,81,28.05,60
60788,34,41,37.25,60
92926,33,66,22.13,60
61767,31,76,25.74,60
78426,40,69,44.68,60
60194,32,56,55.72,60
115020,40,70,54.98,60
136457,40,89,19,60
138192,30,60,44.88,60
38727,29,73,33.66,60
22304,29,72,19.81,60
51171,45,85,29.48,60
25564,37,95,43.33,60
140065,30,69,24.41,60
102303,27,75,29.82,60
96552,30,72,16.49,60
39035,40,45,38.65,60
48817,31,64,42.51,60
102144,44,71,24.72,60
128121,30,83,33.7,60
143650,34,76,24.88,60
26267,50,75,54.11,60
42271,40,60,19.29,60
53033,36,50,49.07,60
113380,70,74,42.15,60
105214,33,69,23.66,60
71783,49,74,38.17,60
130069,30,53,41.53,60
112532,68,88,29.44,60
125341,40,59,34.81,60
65865,30,88,33.12,60
7303,58,68,45.04,60
90033,58,70,32.15,60
17254,34,62,39.91,60
111938,24,70,32.42,60
38602,32,71,41.13,60
115550,30,47,23.28,60
71362,23,67,19.71,60
78564,22,70,56.75,60
76465,38,92,28.43,60
120553,30,61,29.9,60
39727,40,57,37.16,60
107406,29,67,23.92,60
83583,41,59,14.32,60
30113,27,76,53.16,60
81580,71,79,32.64,60
139194,20,68,16.4,60
85205,26,64,44.48,60
80997,38,63,36.71,60
30314,19,85,47.14,60
33470,32,78,45.26,60
12786,42,84,48.65,60
102146,29,62,11.18,60
21195,34,44,32.44,60
45273,30,65,43.98,60
53153,64,70,31.95,60
92912,70,95,31.66,60
130201,26,75,17.42,60
8710,52,65,50.2,60
96405,26,66,37.88,60
51598,22,75,17.82,60
67966,30,87,41.54,60
9241,28,85,25.71,60
85845,33,75,49.84,60
121646,41,53,22.03,60
2845,34,84,18.95,60
148171,28,73,21.79,60
24265,29,70,23.02,60
58503,33,69,12.97,60
133203,46,71,42.32,60
70448,31,76,39.16,60
37900,51,68,32.86,60
136761,34,39,45.1,60
56719,35,70,21.08,60
1906,30,82,49.13,60
143291,30,84,57.38,60
71598,52,78,36.47,60
78683,25,34,43.37,60
90869,64,73,29.18,60
101820,29,73,13.4,60
29542,26,87,0.38,60
54797,32,58,16.19,60
15251,31,64,12.99,60
104073,64,76,37.26,60
139108,19,72,11.26,60
18329,32,59,56.64,60
70985,27,88,9.78,60
57094,56,85,19.54,60
20604,22,61,4.2,60
86825,51,89,25.53,60
58453,58,69,32.18,60
146951,17,61,47.92,60
56024,44,81,24.69,60
112045,36,61,22.27,60
37004,34,50,58.5,60
115759,28,74,39.75,60
5663,28,76,12.9,60
136093,36,72,8,60
144094,31,69,19.5,60
137782,40,55,6.39,60
127318,32,60,55.64,60
146670,30,72,31.44,60
34029,25,82,15.54,60
134297,35,57,35.13,60
93389,27,64,57.48,60
22543,25,90,57.17,60
91095,34,71,47.35,60
6339,28,92,27.62,60
106071,42,83,38.02,60
73909,33,78,54.77,60
67332,35,64,23.84,60
155519,34,83,52.96,60
137501,22,75,44.96,60
148455,24,66,54.94,60
151580,40,58,43.25,60
19736,36,59,30.01,60
121097,34,95,32.95,60
76949,28,65,39.58,60
60364,33,79,37.51,60
37416,40,86,26.14,60
90026,53,85,24.68,60
143378,30,89,9.14,60
68979,52,78,52.09,60
106017,31,67,27.89,60
81638,43,51,50.08,60
41336,36,70,47.41,60
79043,27,69,4.1,60
30581,27,61,24.66,60
52010,36,45,45.07,60
135235,21,55,18.07,60
133557,23,70,16.17,60
51017,37,72,24.53,60
13541,30,79,29.19,60
5138,22,83,22.06,60
7032,26,55,34.26,60
22663,36,57,19.52,60
94418,36,65,46.47,60
62598,46,76,43.15,60
70837,27,67,48.8,60
145183,29,38,27.07,60
47983,59,75,28.68,60
117267,35,55,27.03,60
154461,48,66,9.08,60
150511,46,63,37.43,60
1673,20,72,15.94,60
66337,28,82,34.71,60
130040,20,66,28.6,60
9111,78,90,38.54,60
19891,33,50,14.88,60
102264,33,73,37.32,60
147918,62,71,46.78,60
134075,40,95,51.88,60
60147,34,71,18.35,60
110171,35,60,38.35,60
43817,32,47,12.81,60
109869,32,78,30.59,60
77123,40,70,42.7,60
24861,30,75,22.54,60
32916,36,79,54.83,60
115245,28,63,18.03,60
40430,39,59,34.96,60
59299,44,58,38.09,60
30842,47,67,16.39,60
113296,25,66,26,60
53123,33,67,14.52,60
33957,28,80,20.4,60
124809,38,52,15.62,60
147950,52,60,40.14,60
15894,36,77,10.22,60
77176,31,71,18.39,60
122234,26,70,42.16,60
45339,24,72,44.21,60
31167,42,82,45.56,60
102496,27,40,57.87,60
57565,31,75,9.44,60
57274,40,64,35.6,60
29684,30,85,55.17,60
122418,31,87,26.92,60
13365,44,92,30.02,60
114347,32,73,30.14,60
116775,35,75,30.26,60
119052,29,63,42.19,60
7617,29,38,23.1,60
68552,62,70,30.41,60
151717,56,58,54.8,60
97435,34,68,34.17,60
51294,35,83,47.1,60
89418,42,70,39.55,60
82876,50,72,45.61,60
68215,31,72,38.11,60
48435,46,56,38.16,60
7251,31,74,51.37,60
22535,41,74,18.68,60
14117,33,76,9.34,60
49072,25,67,8.29,60
43682,50,76,30.63,60
104242,45,75,49.61,60
10483,26,73,9.66,60
70737,27,68,9.34,60
41045,55,83,26.9,60
69329,46,62,41.2,60
111649,24,64,10.83,60
98383,47,74,32.6,60
13087,34,63,17.87,60
108406,44,75,14.06,60
81505,67,76,29.52,60
125282,19,72,34.79,60
68514,30,81,42.82,60
37781,42,78,19.62,60
93792,60,78,26.74,60
2154,23,73,8.88,60
128439,29,59,18.79,60
103188,34,73,25.96,60
99004,44,70,35.06,60
78292,38,81,16.87,60
63830,69,77,35.16,60
75382,24,75,28.58,60
108284,32,64,9.95,60
22099,40,73,43.33,60
55871,30,58,29.86,60
147749,30,69,50.69,60
30450,39,64,32.69,60
131473,43,57,13.27,60
80867,47,64,43.96,60
14029,46,95,24.1,60
101998,26,65,48.83,60
82814,30,76,12.28,60
25109,36,43,51.17,60
122111,23,68,46.6,60
95730,34,74,16.19,60
112209,47,89,15.68,60
132837,36,66,24.67,60
102424,41,79,16.26,60
1659,52,77,11.53,60
33359,28,79,13.17,60
42192,22,64,47.01,60
46716,77,82,56.52,60
89014,24,65,19.84,60
43169,19,63,17.1,60
668,29,70,18.48,60
149827,35,68,22.39,60
30074,29,58,52.97,60
21738,25,85,39.47,60
131617,43,74,46.29,60
74278,34,83,40.33,60
121934,29,74,38.84,60
43029,40,75,29.08,60
135426,68,87,18.23,60
41154,46,70,27.24,60
8134,27,58,49.76,60
86532,32,74,28.98,60
68139,30,57,52.91,60
1644,18,50,51.71,60
112772,18,69,50.52,60
75071,35,49,33.46,60
6033,42,55,17.77,60
103296,34,67,33.87,60
114356,30,38,47.28,60
55749,27,69,37.94,60
17930,50,64,12.64,60
134206,45,56,19.41,60
137127,32,78,14.52,60
126525,35,75,18.03,60
2806,44,51,34.22,60
59665,30,92,54.02,60
133094,29,79,11.98,60
94071,36,81,18.8,60
115960,18,62,12.63,60
119857,60,82,48.83,60
24472,24,71,23.89,60
94346,45,73,56.85,60
45109,28,68,30.77,60
129582,19,77,26.66,60
83549,32,56,23.52,60
29491,23,68,7.91,60
122250,27,34,58.04,60
65272,36,77,13.21,60
106,27,80,34.06,60
18634,30,71,43.11,60
35796,20,62,9.8,60
149043,35,72,27.58,60
74171,27,87,18.98,60
111131,44,56,48.42,60
144050,30,75,34.29,60
37562,36,76,50.55,60
115148,23,74,18.86,60
37535,34,87,47.25,60
133838,36,81,42.35,60
54178,33,77,36.46,60
106175,40,75,36.83,60
132392,34,74,37.62,60
27524,25,73,31.19,60
61512,27,61,38.52,60
83615,32,55,34.27,60
15747,26,66,35.37,60
81794,26,66,34.07,60
67670,54,66,31.63,60
86741,30,69,18.59,60
13205,26,80,25.47,60
82294,38,93,22.51,60
84166,29,65,34.08,60
30188,37,75,48.1,60
121011,69,80,23.38,60
78283,48,71,32.69,60
133708,41,75,41.98,60
46503,23,76,57.46,60
25179,28,75,28.51,60
22779,75,93,22.43,60
97873,36,50,30.16,60
38695,32,81,15.85,60
19947,33,55,37.54,60
7917,65,73,38.45,60
90805,21,59,25.28,60
80385,30,70,23.34,60
129828,47,55,54.95,60
87855,26,66,40.55,60
50501,30,76,53.95,60
108495,35,87,59.13,60
124082,34,93,47.16,60
60890,37,80,16.93,60
60469,27,48,26.97,60
109266,34,79,36.91,60
8134,27,58,43.62,60
52429,32,61,24.01,60
131748,74,88,25.99,60
27001,55,64,26.61,60
113798,30,70,20.52,60
10601,33,71,49.64,60
25372,40,80,40.48,60
46662,28,75,32.89,60
121508,36,68,33.26,60
141511,40,65,40.82,60
113893,29,61,21.68,60
97303,40,59,23.42,60
122743,37,77,20.77,60
81286,35,52,47.58,60
86453,58,85,4.76,60
128108,41,79,37.4,60
133552,34,58,45.16,60
119038,32,72,33.06,60
127482,38,84,34.41,60
109167,27,82,26.76,60
113152,41,78,38.65,60
89310,36,73,21.25,60
88440,29,82,16,60
111643,26,65,57.37,60
119491,38,70,45.45,60
10790,39,47,22.91,60
90323,40,45,41.1,60
86443,22,34,27.68,60
107916,72,95,19.35,60
90803,34,51,16.07,60
124231,26,72,39.73,60
116793,22,65,42.14,60
145213,26,64,29.67,60
59513,36,48,14.95,60
42602,31,68,53.81,60
38851,40,62,52.49,60
26438,26,69,10.76,60
106878,41,76,20.54,60
83698,52,68,37.53,60
103067,26,76,25.15,60
26533,30,31,59.09,60
69547,28,62,59.37,60
104281,34,69,44.43,60
79611,36,69,7.24,60
97426,53,67,52.76,60
94718,24,62,44.82,60
80877,29,83,38.31,60
34259,47,86,12.04,60
108233,31,64,27.99,60
139216,33,55,33.12,60
113417,23,68,20.19,60
99996,50,82,37.58,60
7905,27,68,37,60
12598,52,79,46.94,60
13623,20,73,24.82,60
64581,66,71,44.62,60
96003,34,69,44.51,60
81330,33,78,48.74,60
97128,33,73,39.17,60
110348,40,58,13.65,60
82897,23,60,26.87,60
6432,32,74,31.47,60
16364,20,65,35.06,60
142358,39,53,26.81,60
1480,42,80,39.56,60
133979,30,74,24.13,60
103456,32,90,29.48,60
130140,72,93,55.87,60
126037,52,80,4.42,60
126157,30,83,32.79,60
1304,40,61,22.62,60
